match_id,map,hill_num,time_s,team,score,cumulative_score
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,149,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,150,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,151,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,152,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,153,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,154,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,155,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,156,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,157,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,158,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,159,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,160,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,161,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,162,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,163,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,164,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,165,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,166,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,167,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,168,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,169,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,170,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,171,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,172,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,173,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,174,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,175,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,176,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,177,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,178,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,179,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,180,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,181,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,182,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,183,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,184,RED RESERVE,0,65
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,3,185,RED RESERVE,20,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,186,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,187,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,188,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,189,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,190,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,191,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,192,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,193,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,194,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,195,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,196,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,197,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,198,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,199,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,200,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,201,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,202,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,203,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,204,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,205,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,206,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,207,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,208,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,209,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,210,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,211,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,212,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,213,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,214,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,215,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,216,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,217,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,218,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,219,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,220,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,221,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,222,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,223,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,224,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,225,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,226,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,227,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,228,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,229,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,230,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,231,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,232,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,233,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,234,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,235,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,236,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,237,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,238,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,239,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,240,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,241,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,242,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,243,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,244,RED RESERVE,0,85
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,4,245,RED RESERVE,9,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,246,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,247,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,248,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,249,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,250,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,251,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,252,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,253,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,254,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,255,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,256,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,257,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,258,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,259,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,260,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,261,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,262,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,263,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,264,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,265,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,266,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,267,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,268,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,269,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,270,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,271,RED RESERVE,0,94
ab7e12d2-8217-5561-b6c8-927431692315,Sainte Marie du Mont,1,272,RED RESERVE,0,94
